gene	symbol	biotype
ENSG00000223972.5	DDX11L1
ENSG00000140522.11	RLBP1
ENSG00000140525.17	FANCI
ENSG00000140521.11	POLG
ENSG00000275101.1	MIR6766
ENSG00000261441.1	RP11-217B1.2
XLOC_011572	NotAvail
ENSG00000279708.1	CTD-2335A18.2
ENSG00000255571.6	LINC00925
ENSG00000207819.1	MIR9-3
G028752	Unknown
G028753	Unknown
XLOC_011346	NotAvail
G028754_grp1	Unknown
G028754_grp2	Unknown
ENSG00000140519.12	RHCG
G028754_grp3	Unknown
ENSG00000259218.5	LINC00928
ENSG00000261478.1	RP11-429B14.4
G028758	Unknown
ENSG00000259713.1	RP11-429B14.1
G028761	Unknown
G028762	Unknown
ENSG00000140534.13	TICRR
ENSG00000259615.1	RP11-429B14.3
ENSG00000166813.14	KIF7
G028766	Unknown
ENSG00000166819.11	PLIN1
G028767	Unknown
ENSG00000166821.8	PEX11A
ENSG00000241362.2	RPL36AP43
ENSG00000140527.14	WDR93
ENSG00000259561.1	RP11-300G22.2
ENSG00000206590.1	RNU6-132P
G028770	Unknown
G028769	Unknown
G028772	Unknown
ENSG00000166823.5	MESP1
ENSG00000259441.2	MRPL15P1
ENSG00000188095.4	MESP2
G028775	Unknown
G028776	Unknown
G028777	Unknown
ENSG00000166825.13	ANPEP
G028779	Unknown
ENSG00000157823.16	AP3S2
ENSG00000250021.7	C15orf38-AP3S2
ENSG00000264966.1	MIR5094
G028781	Unknown
ENSG00000259677.1	RP11-493E3.1
ENSG00000264796.1	MIR5009
ENSG00000212420.1	RNU6-1111P
ENSG00000242498.7	ARPIN
ENSG00000252645.1	RNU7-111P
G028782	Unknown
ENSG00000259273.1	RP11-493E3.2
G028783	Unknown
ENSG00000280377.1	RP11-493E3.3
G028785	Unknown
ENSG00000140548.9	ZNF710
ENSG00000265871.1	MIR3174
G028788	Unknown
ENSG00000273691.1	RP11-617F23.2
G028795	Unknown
ENSG00000259291.2	RP11-617F23.1
ENSG00000276376.1	U7
ENSG00000182054.9	IDH2
ENSG00000259685.2	CTD-2315E11.1
XLOC_011347	NotAvail
G028799	Unknown
ENSG00000185033.14	SEMA4B
ENSG00000240470.3	RN7SL346P
ENSG00000225193.5	RPS12P26
ENSG00000185043.10	CIB1
ENSG00000183208.12	GDPGP1
ENSG00000213471.8	TTLL13P
ENSG00000261147.1	RP11-697E2.6
ENSG00000182768.8	NGRN
ENSG00000275674.1	RP11-697E2.12
G028804	Unknown
ENSG00000228998.4	RP11-697E2.7
ENSG00000270322.1	RP11-697E2.10
ENSG00000275345.1	RP11-697E2.11
ENSG00000271396.1	RP11-697E2.9
G028808	Unknown
G028809	Unknown
ENSG00000214433.4	GOLGA2P8
ENSG00000275803.1	RN7SL736P
ENSG00000280965.1	AC091167.2
ENSG00000221309.1	AC091167.1
G028811	Unknown
ENSG00000238244.3	GABARAPL3
ENSG00000279980.1	GABARAPL3
ENSG00000196391.10	ZNF774
G028813	Unknown
ENSG00000259262.1	NDUFA3P4
ENSG00000140575.12	IQGAP1
ENSG00000259177.1	RP11-154B12.3
G028816	Unknown
XLOC_011348	NotAvail
G028818	Unknown
ENSG00000140577.15	CRTC3
ENSG00000259212.1	CTD-3065B20.2
ENSG00000259314.1	CTD-3065B20.3
ENSG00000259736.1	CRTC3-AS1
ENSG00000259746.1	HSPE1P3
ENSG00000278370.1	RP11-387D10.4
G028822	Unknown
G028823	Unknown
ENSG00000245479.2	LINC01585
G028825	Unknown
G028826	Unknown
ENSG00000197299.10	BLM
ENSG00000200677.1	SNORD18
G028830	Unknown
G028831	Unknown
G028832	Unknown
G028833	Unknown
G028834	Unknown
ENSG00000259704.1	CTD-3094K11.1
ENSG00000241869.3	RN7SL363P
G028835	Unknown
LCAG_023297	NotAvail
G028836	Unknown
ENSG00000140564.10	FURIN
G028838	Unknown
ENSG00000182511.11	FES
G028839	Unknown
ENSG00000196547.14	MAN2A2
ENSG00000259661.1	AC068831.15
G028841	Unknown
G028842	Unknown
ENSG00000184508.10	HDDC3
ENSG00000140553.16	UNC45A
ENSG00000224441.1	AC068831.3
ENSG00000258384.1	AC068831.6
ENSG00000166965.12	RCCD1
ENSG00000198901.13	PRC1
ENSG00000258725.1	PRC1-AS1
ENSG00000200142.1	Y_RNA
G028852	Unknown
ENSG00000184056.14	VPS33B
ENSG00000214432.9	AC068831.10
ENSG00000278514.1	AC068831.16
ENSG00000258542.1	AC068831.11
ENSG00000275929.1	AC068831.17
ENSG00000258665.1	AC068831.12
G028859	Unknown
ENSG00000185518.11	SV2B
G028861	Unknown
G028862	Unknown
G028863	Unknown
ENSG00000258551.5	RP11-661P17.1
G028864	Unknown
ENSG00000258954.1	RP11-692C24.1
G028866	Unknown
XLOC_011354	NotAvail
ENSG00000258765.1	RP11-692C24.2
G028868	Unknown
G028869	Unknown
G028870	Unknown
ENSG00000258540.1	RP11-692C24.3
G028871	Unknown
ENSG00000259057.1	CTD-2343P13.1
G028874	Unknown
XLOC_011578	NotAvail
G028875	Unknown
ENSG00000176463.13	SLCO3A1
ENSG00000260661.1	RP11-152L20.3
ENSG00000258761.1	RP11-24J19.1
G028881	Unknown
G028882	Unknown
G028883	Unknown
ENSG00000258726.1	DUXAP6
ENSG00000258925.2	NPM1P5
G028888	Unknown
G028891	Unknown
G028892	Unknown
ENSG00000140557.11	ST8SIA2
ENSG00000239197.1	snoU109
ENSG00000258739.1	ENO1P2
ENSG00000259170.1	RP11-763K15.1
ENSG00000183643.4	C15orf32
ENSG00000258647.5	LINC00930
ENSG00000258676.4	RP11-386M24.3
ENSG00000260337.3	RP11-386M24.6
ENSG00000271763.1	RP11-386M24.9
ENSG00000185442.12	FAM174B
G028900	Unknown
ENSG00000259064.2	RP11-386M24.5
ENSG00000275965.1	RP11-386M24.10
ENSG00000272298.1	RP11-386M24.8
ENSG00000253954.3	HMGN1P38
ENSG00000258741.3	RP11-386M24.4
ENSG00000240484.1	RP11-386M24.1
ENSG00000258562.2	CTD-2313J17.3
ENSG00000260361.1	CTD-2313J17.5
ENSG00000258527.1	ASB9P1
G028901	Unknown
ENSG00000258922.1	CTD-2313J17.1
ENSG00000274215.1	CTD-2313J17.6
G028903	Unknown
ENSG00000275175.1	CTD-2313J17.7
G028905	Unknown
LCAG_022745	NotAvail
ENSG00000272888.5	LINC01578
ENSG00000279765.3	RP11-437B10.1
ENSG00000173575.18	CHD2
ENSG00000264173.1	MIR3175
G028909	Unknown
G028910	Unknown
ENSG00000182175.13	RGMA
XLOC_011358	NotAvail
ENSG00000258611.2	RP11-368J22.2
XLOC_011359	NotAvail
G028914	Unknown
ENSG00000280076.1	RP11-326A13.2
G028917	Unknown
G028918_grp1	Unknown
ENSG00000258888.1	RP11-326A13.1
ENSG00000212063.1	AC112693.1
ENSG00000258971.1	RP11-326A13.3
ENSG00000257060.6	RP11-266O8.1
XLOC_011360	NotAvail
ENSG00000258909.1	RP11-164C12.2
ENSG00000258787.1	RP11-164C12.1
G028920	Unknown
XLOC_011588	NotAvail
ENSG00000258631.2	RP11-739G5.1
G028921	Unknown
G028918_grp2	Unknown
ENSG00000258754.7	LINC01579
G028918_grp3	Unknown
ENSG00000258627.1	RP11-76E17.1
G028924	Unknown
ENSG00000259123.1	RP11-76E17.2
ENSG00000258476.5	RP11-76E17.3
ENSG00000258831.1	RP11-76E17.4
ENSG00000222409.1	AC103996.1
ENSG00000258785.5	LINC01580
ENSG00000259724.1	LINC01581
ENSG00000258895.1	CTD-2643K12.1
G028930	Unknown
G028932	Unknown
ENSG00000212022.1	AC080032.1
G028934	Unknown
G028935	Unknown
ENSG00000258570.1	RP11-452K20.1
G028937	Unknown
G028938	Unknown
ENSG00000140563.14	MCTP2
G028939	Unknown
ENSG00000258632.2	RP11-354B3.1
G028940	Unknown
G028941	Unknown
G028943	Unknown
G028944	Unknown
XLOC_011590	NotAvail
ENSG00000259331.1	RP11-57P19.1
G028947	Unknown
G028948	Unknown
XLOC_011365	NotAvail
G028950	Unknown
G028951	Unknown
ENSG00000277654.4	RP11-255M2.3
ENSG00000260521.2	CTD-2576F9.1
ENSG00000270017.1	CTD-2576F9.2
CRCAG_042342	NotAvail
ENSG00000258433.1	RP11-255M2.1
XLOC_011367	NotAvail
ENSG00000258773.1	RP11-255M2.2
G028953	Unknown
G028956	Unknown
ENSG00000248441.6	LINC01197
G028958	Unknown
ENSG00000273923.1	CTD-2536I1.3
G028959	Unknown
ENSG00000280304.1	CTD-2536I1.2
G028961	Unknown
XLOC_011368	NotAvail
ENSG00000259134.5	LINC00924
ENSG00000258489.3	RP11-398J10.2
G028964	Unknown
G028965	Unknown
G028966	Unknown
ENSG00000275016.4	RP11-61O11.1
ENSG00000222076.1	RNU2-3P
G028969	Unknown
G028970	Unknown
G028971	Unknown
ENSG00000275443.1	RP11-759A24.3
ENSG00000259348.1	RP11-4G2.1
ENSG00000259702.1	RP11-236L14.1
ENSG00000273771.1	RP11-236L14.2
G028973	Unknown
ENSG00000247809.7	NR2F2-AS1
ENSG00000280048.1	RP11-327J17.7
G028974	Unknown
ENSG00000277135.1	RP11-327J17.9
ENSG00000259359.1	RP11-327J17.2
ENSG00000278146.1	RP11-327J17.8
ENSG00000259763.1	RP11-327J17.1
ENSG00000279645.1	RP11-759A24.1
ENSG00000280291.1	RP11-759A24.2
G028978	Unknown
ENSG00000185551.12	NR2F2
ENSG00000222651.1	MIR1469
ENSG00000275322.1	RP11-262A16.1
ENSG00000259275.2	RP11-522B15.3
ENSG00000259614.2	RP11-522B15.6
ENSG00000259542.5	RP11-522B15.4
G028984	Unknown
G028985_grp1	Unknown
ENSG00000259312.1	RP11-522B15.5
ENSG00000250825.1	PGAM1P12
G028985_grp2	Unknown
ENSG00000242295.1	RP11-522B15.1
ENSG00000259534.1	RP11-522B15.7
CRCAG_041831	NotAvail
ENSG00000222617.1	RN7SKP254
G028986	Unknown
G028987	Unknown
ENSG00000274079.1	Metazoa_SRP
ENSG00000259340.2	CTD-2027G2.1
G028988	Unknown
G028989	Unknown
ENSG00000214424.5	FAM149B1P1
ENSG00000259282.5	SPATA8-AS1
ENSG00000185594.4	SPATA8
G028990	Unknown
ENSG00000223120.1	RN7SKP181
G028992	Unknown
G028993	Unknown
G028994	Unknown
G028996	Unknown
G028997	Unknown
G028998	Unknown
G028999	Unknown
G029000	Unknown
ENSG00000215948.1	AC055873.1
XLOC_011595	NotAvail
ENSG00000259403.1	RP11-315L6.1
ENSG00000259485.1	CTD-2147F2.1
XLOC_011597	NotAvail
ENSG00000242863.3	RN7SL677P
ENSG00000259664.2	CTD-2147F2.2
G029006	Unknown
ENSG00000251729.1	RNA5SP401
G029010	Unknown
CRCAG_041837	NotAvail
ENSG00000279091.1	RP11-461F11.2
XLOC_011374	NotAvail
ENSG00000259582.3	RP11-461F11.3
XLOC_011375	NotAvail
ENSG00000251209.7	LINC00923
CRCAG_042356	NotAvail
G029012	Unknown
ENSG00000259870.1	RP11-753A21.2
G029014	Unknown
ENSG00000215983.2	AC024651.1
G029017	Unknown
ENSG00000140450.8	ARRDC4
G029018	Unknown
ENSG00000259478.2	RP11-753A21.1
G029019	Unknown
XLOC_011603	NotAvail
G029021	Unknown
G029022	Unknown
ENSG00000258483.2	AC144835.1
ENSG00000259199.1	CTD-2544M6.1
ENSG00000222361.1	RNU6-1186P
ENSG00000259611.1	LINC01582
G029023	Unknown
ENSG00000259266.1	RP11-183E24.1
ENSG00000259320.1	RP11-183E24.2
G029025	Unknown
G029016_grp1	Unknown
G029026	Unknown
ENSG00000259041.1	RP11-167B3.1
G029028	Unknown
ENSG00000274312.1	RP11-167B3.2
G029016_grp2	Unknown
ENSG00000277987.1	RP11-167B3.3
G029029	Unknown
G029030	Unknown
ENSG00000185087.11	FAM169B
ENSG00000259507.1	RP11-719C20.1
G029032	Unknown
G029033	Unknown
G029034	Unknown
G029035	Unknown
G029036	Unknown
G029037	Unknown
ENSG00000259424.1	RP11-35O15.1
G029039	Unknown
ENSG00000140443.13	IGF1R
ENSG00000278022.1	RP11-35O15.2
G029040	Unknown
ENSG00000264480.1	MIR4714
G029041	Unknown
ENSG00000259621.1	RP11-654A16.1
ENSG00000259475.1	RP11-654A16.3
ENSG00000183571.9	PGPEP1L
LUNAR1	LUNAR1
ENSG00000278090.1	RP11-6O2.2
G029047	Unknown
G029048	Unknown
XLOC_011607	NotAvail
ENSG00000182253.14	SYNM
G029052	Unknown
ENSG00000261054.1	RP11-6O2.4
ENSG00000103852.12	TTC23
ENSG00000261616.1	RP11-6O2.3
ENSG00000259921.1	AC022819.3
G029056	Unknown
ENSG00000168904.14	LRRC28
ENSG00000259706.1	HSP90B2P
ENSG00000264771.1	AC022819.1
ENSG00000259228.1	HNRNPA1P62
ENSG00000281635.1	AC022819.2
ENSG00000259257.1	RP11-616M17.1
ENSG00000259590.1	RP11-20G13.3
ENSG00000259760.1	RP11-20G13.2
XLOC_011382	NotAvail
G029064	Unknown
ENSG00000274294.1	RP11-20G13.5
ENSG00000259341.1	RP11-20G13.1
G029063	Unknown
CRCAG_042364	NotAvail
G029066	Unknown
G029067	Unknown
G029068	Unknown
G029069	Unknown
G029070	Unknown
ENSG00000279846.1	RP11-20G13.4
G029071	Unknown
G029072	Unknown
ENSG00000241562.2	RPL7P5
ENSG00000068305.17	MEF2A
ENSG00000201724.1	Y_RNA
ENSG00000183060.15	LYSMD4
G029077	Unknown
ENSG00000221691.1	AC090825.2
LCAG_022782	NotAvail
ENSG00000182397.14	DNM1P46
ENSG00000259655.1	CTD-2054N24.1
ENSG00000241588.3	RN7SL484P
ENSG00000221511.1	AC090825.1
ENSG00000259363.5	CTD-2054N24.2
CRCAG_041852	NotAvail
ENSG00000254744.3	CTD-3076O17.1
ENSG00000140470.13	ADAMTS17
ENSG00000259219.1	CTD-3076O17.2
G029085	Unknown
G029086	Unknown
ENSG00000252957.1	RNA5SP402
G029087	Unknown
ENSG00000259356.1	RP11-90E5.1
G029088	Unknown
XLOC_011384	NotAvail
ENSG00000189419.6	SPATA41
ENSG00000259430.1	CERS3-AS1
G029089	Unknown
ENSG00000154227.13	CERS3
ENSG00000270127.2	RP11-526I2.5
ENSG00000251819.1	RNU6-322P
ENSG00000259205.2	PRKXP1
ENSG00000259540.1	RP11-526I2.1
ENSG00000140471.16	LINS
ENSG00000200095.1	RNU6-181P
ENSG00000183475.12	ASB7
ENSG00000212306.1	Y_RNA
ENSG00000259381.2	RP11-192M23.1
G029096	Unknown
ENSG00000259579.1	RP11-66B24.5
G029098	Unknown
XLOC_011387	NotAvail
G029099	Unknown
G029097_grp1	Unknown
ENSG00000279588.1	AC087762.1
G029097_grp2	Unknown
XLOC_011610	NotAvail
ENSG00000259586.1	RP11-66B24.3
ENSG00000232386.9	RP11-66B24.2
ENSG00000272808.2	RP11-66B24.7
ENSG00000259604.5	RP11-66B24.1
ENSG00000272639.1	RP11-66B24.8
G029105	Unknown
ENSG00000184254.16	ALDH1A3
ENSG00000278456.1	RP11-66B24.9
ENSG00000259583.2	RP11-66B24.4
ENSG00000154237.12	LRRK1
G029108	Unknown
ENSG00000259376.1	RP11-505E24.3
ENSG00000259755.1	RP11-505E24.2
G029110	Unknown
XLOC_011613	NotAvail
ENSG00000259365.1	RP11-424I19.1
G029109	Unknown
G029113	Unknown
ENSG00000259182.5	RP11-424I19.2
XLOC_011614	NotAvail
ENSG00000131873.5	CHSY1
G029115	Unknown
ENSG00000131871.14	VIMP
ENSG00000131876.16	SNRPA1
G029117	Unknown
ENSG00000259172.1	RP11-299G20.2
ENSG00000140479.16	PCSK6
ENSG00000279970.1	RP11-299G20.5
ENSG00000259764.1	PCSK6-AS1
G029123	Unknown
G029124	Unknown
ENSG00000274139.1	RP11-14C10.3
XLOC_011615	NotAvail
G029125	Unknown
G029126	Unknown
ENSG00000277210.3	RP11-14C10.4
G029128	Unknown
ENSG00000282793.1	RP11-14C10.4
G029129	Unknown
LCAG_023359	NotAvail
G029130	Unknown
ENSG00000259464.2	SNRPCP18
ENSG00000259695.2	RP11-14C10.2
G029133	Unknown
XLOC_011616	NotAvail
ENSG00000273585.1	RP11-14C10.5
CRCAG_042381	NotAvail
ENSG00000184277.12	TM2D3
ENSG00000252614.1	RNU6-807P
ENSG00000185418.15	TARSL2
ENSG00000259658.3	RP11-89K11.1
ENSG00000259660.2	DNM1P47
G029139	Unknown
ENSG00000259236.1	GOLGA8VP
ENSG00000277814.1	AC107977.2
ENSG00000240927.3	RN7SL209P
ENSG00000274913.1	AC107977.1
ENSG00000184140.5	OR4F6
ENSG00000182854.6	OR4F15
G029145	Unknown
ENSG00000232459.1	OR4F14P
ENSG00000214344.4	OR4F13P
G029147	Unknown
ENSG00000257109.3	OR4F28P
ENSG00000259454.1	WBP1LP5
ENSG00000259646.1	AC140725.7
ENSG00000177693.3	OR4F4
ENSG00000183909.5	OR4G2P
ENSG00000275771.1	AC140725.8
G029149	Unknown
ENSG00000248893.3	FAM138E
ENSG00000259553.3	AC140725.4
ENSG00000275690.1	MIR1302-9
ENSG00000185596.16	WASH3P
ENSG00000275449.1	MIR6859-3
ENSG00000248472.8	DDX11L9
ENSG00000274700.1	RPL41
ENSG00000277278.4	HERC2
ENSG00000274801.1	RP11-536P16.2
ENSG00000282126.1	RP11-483E23.7
ENSG00000276455.1	RP11-536P16.3
ENSG00000275855.1	RP11-536P16.4
ENSG00000276896.4	GOLGA8F
ENSG00000274122.1	Metazoa_SRP
ENSG00000275697.1	AC138747.1
ENSG00000276143.1	RP11-536P16.5
ENSG00000282731.1	RP11-483E23.9
ENSG00000282516.1	RP11-536P16.11
ENSG00000282581.1	RP11-483E23.12
ENSG00000274931.1	MIR4509-2
ENSG00000282587.1	RP11-147B8.3
ENSG00000273635.1	RP11-147B8.1
ENSG00000273969.1	RP11-147B8.2
ENSG00000274715.1	MIR4509-3
ENSG00000281946.1	RP11-483E23.10
ENSG00000274192.1	ABCB10P4
ENSG00000273651.4	GOLGA8G
ENSG00000277834.1	AC138749.2
ENSG00000276767.1	Metazoa_SRP
ENSG00000282058.1	RP11-536P16.8
ENSG00000276485.2	RP11-578F21.4
ENSG00000282531.1	RP11-147B8.4
ENSG00000282090.1	HERC2P11
ENSG00000276005.1	RP11-578F21.1
ENSG00000277848.4	MEGF11
ENSG00000277380.1	MIR4311
ENSG00000282280.1	RP11-653J6.2
ENSG00000277844.1	RP11-653J6.1
ENSG00000278673.1	AC136352.6
ENSG00000277890.1	U6
ENSG00000273646.1	AC136352.1
ENSG00000277666.1	AC136352.5
ENSG00000276579.1	AC136352.2
ENSG00000276760.4	AC136352.4
ENSG00000277927.1	U6
NF1P2_DUP3	NF1P2
ENSG00000273766.1	hsa-mir-5701-1
ENSG00000275249.1	AC171558.2
ENSG00000274792.1	AC171558.1
ENSG00000276872.1	AC171558.3
ENSG00000280618.2	CYFIP1
ENSG00000276856.3	TUBGCP5
ENSG00000280500.1	ELMO2P1
ENSG00000275009.2	GOLGA6L1
ENSG00000280476.1	RP11-467N20.6
ENSG00000278070.2	GOLGA8EP
ENSG00000274040.1	Metazoa_SRP
ENSG00000277902.1	AC116165.3
ENSG00000280461.1	ABCB10P1
ENSG00000281012.1	RP11-467N20.8
ENSG00000277674.1	MIR4509-1
ENSG00000280679.1	RP11-467N20.7
ENSG00000282700.1	RP11-292P13.1
ENSG00000207390.2	Y_RNA
ENSG00000282077.1	PATL2
ENSG00000273686.4	B2M
ENSG00000278211.4	TRIM69
ENSG00000282195.1	SORD2P
ENSG00000273845.1	Y_RNA
ENSG00000273636.1	U1
ENSG00000281976.1	ADAMTS7P1
ENSG00000274042.2	GOLGA6L18
ENSG00000273861.1	AC126339.1
GOLGA2P10_DUP1	GOLGA2P10
LOC727751_DUP1	LOC727751
ENSG00000282084.1	UBE2Q2P2
G028551	Unknown
ENSG00000282377.1	RP11-152F13.13
ENSG00000275573.1	AC126339.2
G028552	Unknown
ENSG00000275049.1	AC011295.1
LOC102724034_DUP2	LOC102724034
ENSG00000274166.2	GOLGA6L10
ENSG00000273673.2	UBE2Q2P6
ENSG00000282814.1	RP11-152F13.8
ENSG00000274320.2	GOLGA6L9
ENSG00000276228.2	UBE2Q2P6
ENSG00000282457.1	CSPG4P10
ENSG00000282183.1	GOLGA2P10
ENSG00000282514.1	RP13-608F4.5
LOC102724034_DUP3	LOC102724034
ENSG00000273652.1	AC010724.1
ENSG00000282209.1	GOLGA6L17P
ENSG00000282596.1	DNM1P38
ENSG00000278229.2	RPS17
ENSG00000282755.1	RP11-152F13.10
ENSG00000277445.4	CPEB1
ENSG00000281422.1	RP11-566K19.11
ENSG00000281537.1	RP11-566K19.8
ENSG00000281846.1	SPATA31E3P
ENSG00000278429.3	GOLGA8DP
ENSG00000276303.1	AC136687.1
ENSG00000276377.1	Metazoa_SRP
ENSG00000280700.1	RP11-566K19.12
ENSG00000274404.3	GOLGA6L22
ENSG00000281828.1	RP11-439M15.1
ENSG00000280787.2	HERC2P2
ENSG00000281356.2	GOLGA8IP
ENSG00000276344.1	AC025138.1
ENSG00000276062.1	Metazoa_SRP
ENSG00000281804.1	RP11-32B5.2
ENSG00000274240.2	RP11-32B5.1
ENSG00000281836.1	RP11-32B5.7
ENSG00000275809.1	U6
ENSG00000276658.1	AC136352.3
ENSG00000281507.1	RP11-116P24.2
ENSG00000281263.1	RP11-116P24.1
ENSG00000281208.1	RP11-32B5.4
ENSG00000281803.1	RP11-32B5.8
ENSG00000274439.2	CXADRP2
ENSG00000281153.1	RP11-32B5.5
ENSG00000281718.1	GRAMD4P6
ENSG00000276265.1	MIR3118-3
ENSG00000278699.4	POTEB3
ENSG00000273624.1	U6
ENSG00000281688.2	NF1P9
ENSG00000275561.1	MIR5701-2
ENSG00000281604.1	RP11-11H9.2
ENSG00000281622.1	RP11-983G14.5
ENSG00000280555.2	RP11-983G14.1
ENSG00000278776.1	OR4M2
ENSG00000278178.2	RP11-983G14.2
ENSG00000274846.2	OR4N3P
ENSG00000280463.1	RP11-983G14.3
ENSG00000277361.2	OCA2
ENSG00000282545.1	RPL5P32
ENSG00000276802.2	HERC2
ENSG00000282105.1	RPL41P2
ENSG00000282544.1	CH17-184J24.1
ENSG00000282006.1	RP11-536P16.2
ENSG00000282475.1	RP11-483E23.2
ENSG00000282190.1	RP11-483E23.3
ENSG00000278310.2	GOLGA8F
ENSG00000273839.1	Metazoa_SRP
ENSG00000274337.1	AC243660.1
ENSG00000282479.1	ABCB10P3
ENSG00000282779.1	RP11-483E23.9
ENSG00000282038.1	CH17-220P3.1
ENSG00000282073.1	CH17-220P3.2
ENSG00000282224.1	CH17-220P3.3
ENSG00000282060.1	CH17-184J24.3
ENSG00000282696.1	CH17-184J24.4
ENSG00000282169.1	CH17-184J24.5
ENSG00000273995.1	MIR4509-2
ENSG00000282660.1	CH17-184J24.2
ENSG00000282368.1	RP11-483E23.4
ENSG00000282118.1	RP11-483E23.5
ENSG00000277407.1	MIR4509-3
ENSG00000282023.1	RP11-536P16.5
ENSG00000282004.1	ABCB10P4
ENSG00000277090.2	GOLGA8G
ENSG00000276000.1	AC243913.1
ENSG00000278003.1	Metazoa_SRP
ENSG00000282145.1	RP11-536P16.4
ENSG00000282444.1	RP11-578F21.4
ENSG00000282422.1	RP11-483E23.7
ENSG00000282567.1	RP11-578F21.3
MIR1268A_DUP3	MIR1268A
ENSG00000282417.1	HERC2P9
ENSG00000278186.2	RP11-578F21.6
ENSG00000278168.1	AC243951.1
ENSG00000275257.1	Metazoa_SRP
ENSG00000282540.1	WHAMMP2
ENSG00000282072.1	RP11-578F21.9
ENSG00000282648.1	RP11-578F21.10
ENSG00000282198.1	AC055876.1
ENSG00000282655.1	PDCD6IPP2
ENSG00000276495.4	APBA2
ENSG00000273564.2	FAM189A1
ENSG00000281925.1	RP11-37J13.1
ENSG00000276132.1	snoZ278
ENSG00000282130.1	NDNL2
ENSG00000282503.1	CTD-3118D7.1
ENSG00000277401.4	TJP1
ENSG00000272101.2	AC243587.1
ENSG00000278119.1	GOLGA8J
ENSG00000276120.1	Metazoa_SRP
ENSG00000276360.1	AC243949.1
ULK4P1_DUP3	ULK4P1
ULK4P2_DUP3	ULK4P2
ULK4P3_DUP1	ULK4P3
ENSG00000275394.1	U8
GOLGA8T_DUP3	GOLGA8T
ENSG00000273660.1	Metazoa_SRP
ENSG00000275941.1	AC243790.1
ENSG00000276253.1	AC243790.2
ENSG00000277419.1	U6
ENSG00000275698.1	Y_RNA
ENSG00000275917.4	CHRFAM7A
ENSG00000276367.1	U8
GOLGA8J_DUP3	GOLGA8J
GOLGA8R_DUP1	GOLGA8R
ENSG00000273959.1	AC243679.1
ENSG00000278118.1	Metazoa_SRP
GOLGA8O_DUP1	GOLGA8O
GOLGA8N_DUP3	GOLGA8N
ENSG00000276439.1	Metazoa_SRP
ENSG00000276129.1	AC243687.3
ULK4P1_DUP4	ULK4P1
ULK4P2_DUP4	ULK4P2
ENSG00000275648.1	U8
GOLGA8K_DUP1	GOLGA8K
GOLGA8H_DUP4	GOLGA8H
ENSG00000277167.1	Metazoa_SRP
ENSG00000275556.1	AC243687.2
ENSG00000274734.1	AC243687.1
LOC100288637_DUP1	LOC100288637
ENSG00000277980.1	Y_RNA
ENSG00000280879.1	AC243687.4
ENSG00000276152.1	Metazoa_SRP
ENSG00000277195.1	AC244012.1
HERC2P10_DUP1	HERC2P10
ENSG00000276787.1	FAN1
ENSG00000277086.3	MTMR10
ENSG00000277262.1	U6
ENSG00000274965.4	AC243586.1
ENSG00000274595.1	hsa-mir-211
LOC283710_DUP1	LOC283710
ENSG00000275746.1	KLF13
OTUD7A_DUP1	OTUD7A
LOC100288637_DUP3	LOC100288637
ENSG00000280690.1	AC243759.1
ENSG00000273538.1	SNORA18
ENSG00000274542.1	AC243734.1
ENSG00000278470.1	Y_RNA
ENSG00000276847.1	U6
LOC100996255_DUP1	LOC100996255
GOLGA8N_DUP4	GOLGA8N
GOLGA8T_DUP4	GOLGA8T
ENSG00000278115.1	Metazoa_SRP
ENSG00000277309.1	AC243655.1
ENSG00000275568.4	ARHGAP11A
ENSG00000277614.1	SGNE1
ENSG00000276886.4	GREM1
LOC100131315_DUP1	LOC100131315
FMN1_DUP1	FMN1
ENSG00000280807.2	TUBGCP5
ENSG00000281725.1	ELMO2P1
ENSG00000278247.2	GOLGA6L1
ENSG00000281737.1	RP11-467N20.6
ENSG00000278508.3	GOLGA8EP
ENSG00000277046.1	Metazoa_SRP
ENSG00000276361.1	AC116165.2
ENSG00000281173.1	ABCB10P1
ENSG00000280490.1	RP11-467N20.8
ENSG00000275081.1	MIR4509-1
ENSG00000281254.1	RP11-467N20.11
ENSG00000281754.1	RP11-467N20.7
G029153	Unknown
ENSG00000233614.6	DDX11L10
ENSG00000234769.7	WASH4P
ENSG00000278739.1	MIR6859-4
ENSG00000260803.1	Z84812.4
ENSG00000231439.4	WASIR2
ENSG00000226942.2	IL9RP3
G029158	Unknown
ENSG00000161980.5	POLR3K
ENSG00000281807.1	Metazoa_SRP
ENSG00000161981.10	SNRNP25
ENSG00000007384.15	RHBDF1
ENSG00000278995.1	Z69720.3
ENSG00000103152.11	MPG
ENSG00000103148.15	NPRL3
ENSG00000269482.1	Z69720.2
ENSG00000228779.1	Z69666.2
ENSG00000130656.4	HBZ
ENSG00000206177.6	HBM
ENSG00000206178.2	HBZP1
ENSG00000225323.1	Z84721.4
ENSG00000188536.12	HBA2
ENSG00000206172.8	HBA1
ENSG00000207243.1	Y_RNA
ENSG00000086506.2	HBQ1
ENSG00000268836.1	LA16c-OS12.2
ENSG00000007392.16	LUC7L
ENSG00000206168.1	Z69890.1
G029172	Unknown
ENSG00000167930.15	ITFG3
ENSG00000269881.1	AC004754.3
ENSG00000076344.15	RGS11
ENSG00000242173.8	ARHGDIG
